subject,number,title
"ENGL","481","Topics in the History and Theory of Language"
"ENGL","482","Special Topic Seminars in Linguistics and Lexicography"
"ENGL","483","Special Topic Seminars in Old and Middle English"
"ENGL","484","Topics in Literatures Medieval to Romantic"
"ENGL","485","Topics in Literatures Romantic to Modern"
"ENGL","486","Topics in Literatures Modern to Contemporary"
"ENGL","487","Topics in British Literature and Commonwealth Literature Since 1800"
"ENGL","488","Special Topic Seminars in Victorian Literature"
"ENGL","489","Special Topic Seminars in Twentieth-Century British Literature"
"ENGL","490","Topics in North American Literature"
"ENGL","491","Special Topic Seminars in American Literature"
"ENGL","492","Topics in the History and Theory of Rhetoric"
"ENGL","493","Topics in Professional Writing and Communication Design"
"ENGL","494","Topics in Forms of Media and Critical Analysis"
"ENGL","495A","Supervision of Honours Essay"
"ENGL","495B","Supervision of Honours Essay"
"ENGL","51","Pre-University English: Essentials of Composition"
