subject,number,title
"FINE","371","Advanced Ceramic Studio"
"FINE","375","Modern British Film"
"FINE","376","American Film"
"FINE","377","The New Hollywood"
"FINE","378","Women and Film"
"FINE","380","Film Studies Seminar"
"FINE","381","Film Studies Seminar"
"FINE","390","Selected Subjects in Fine Arts"
"FINE","390A","Methods in the History of Art"
"FINE","391","Selected Subjects in Fine Arts"
"FINE","392","Selected Subjects in Fine Arts"
"FINE","393","Fine Arts Abroad"
"FINE","394","Fine Arts Abroad"
"FINE","396","Methods in the History of Art"
"FINE","402","Directed Study"
"FINE","404","Topics in Studio Practice"
"FINE","405","Topics in Art History"
"FINE","406","Topics in Film Studies"
"FINE","460A","Senior Honours Seminar"
"FINE","460B","Senior Honours Seminar"
"FINE","461","Senior Honours Seminar - Joint Honours and Arts and Business"
"FINE","470","Senior Seminar in Film Concepts"
"FINE","471","Senior Seminar in Film Concepts 2"
"FINE","472","Honours Studio Thesis 1"
"FINE","473","Honours Studio Thesis 2"
"FINE","474","Honours Studio Practicum 1"
"FINE","475","Honours Studio Practicum 2"
"FINE","490","Honours Film Studies Thesis 1"
"FINE","490A","Senior General Seminar"
"FINE","491","Honours Film Studies Thesis 2"
"FINE","491A","Senior General Seminar 2"
"FINE","492","Senior General Film Studies Project"
"FINE","493","Senior General Art History Project"
"FINE","496","Honours Art History Thesis 1"
"FINE","497","Honours Art History Thesis 2"
"FINE","499","Senior Studies in Art History"
