id,employer,date,start_time,end_time,location,website,audience,programs,description,term
2116,Accenture (Registration Needed to Attend),05-Sep-13,9:30 AM,1:00 PM,TBD,,3rd and 4th year Students,"Mathematics, Engineering, Computer Science","This event will be a preface to the fall information session.  We are offering you an opportunity to connect one-on-one with a Technology Consulting Analyst and the Executive Sponsor of the campus recruitment program.  You are welcome to ask questions pertaining to careers at Accenture, the day in the life of a Consulting Analyst, how to best prepare for a career with us, and any other questions you may have. Please register for a 15 minute session by contacting Andrew Davidson at abdavidson@uwaterloo.ca. ",1139
2118,Oliver Wyman,13-Sep-13,11:30 AM,1:30 PM,AL 208,,Graduating Students,"Statistics, Sociology, Scientific Computation, Science & Business, Science, SCI - Psychology, SCI - Bioinformatics, Rhetoric & Professional Writing, Recreation & Leisure Studies, Recreation & Business Management, Pure Mathematics, Psychology, Professional Writing, Political Science, Planning, Physics, Philosophy, Pharmacy, Nanotechnology, Mechatronics Engineering, Mechanical Engineering, Mathematics, Mathematical Studies, Mathematical Physics, Mathematical Optimization, Mathematical Finance, Mathematical Economics, Management Accounting, Knowledge Integration, Kinesiology, International Development, Information Technology Management, Info Tech , Human Resources, History, Health Studies & Gerontology, Health Informatics, Geomatics, Geology & Hydrogeology, Geological Engineering, Geography & Environmental Management, Financial Management, Financial Analysis & Risk Management, Environmental Studies, Environmental Science, Environmental Engineering, Environment & Resource Studies, Environment & Business, English, Electrical Engineering, Economics, Earth Sciences, Digital Arts Communication, Computing and Financial Management, Computational Mathematics, Combinatorics & Optimization, Civil Engineering, Chemistry, Chemical Engineering, Business Administration, Business, Biotechnology & Economics, Biology, Biochemistry, Arts & Business, Arts, Architecture, Applied Mathematics, Applied Health Science, Applied Economics, Anthropology, Actuarial Science, Accounting and Financial Management, Accounting",1139
2133,DBRS Global Technology,13-Sep-13,3:00 PM,5:00 PM,SCH Laurel Room,http://www.dbrs.com,Co-op and Graduating Students,"Mathematics, Info Tech , Engineering",1139
2038,Intelligent Mechatronic Systems Inc.,16-Sep-13,11:30 AM,1:30 PM,TC 2218,http://www.intellimec.com,Co-op and Graduating Students,"Software Engineering, Mechatronics Engineering, Computer Science, Computer Engineering",1139
2104,Capital One,16-Sep-13,2:30 PM,4:00 PM,SLC Bombshelter Pub,http://www.capitalone.ca,Graduating Students,"Computer Engineering, Civil Engineering, Business",1139
1980,Mercer Canada Ltd.,16-Sep-13,5:00 PM,7:00 PM,University Club - Main Dining Room,http://mercer.ca/careers,Co-op and Graduating Students,"Statistics, Mathematics, Actuarial Science",1139
2040,Bloomberg,16-Sep-13,5:00 PM,7:00 PM,QNC Lower Atrium,http://bloomberg.com/careers,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Electrical Engineering, Computer Engineering",1139
2008,Telus CATO,16-Sep-13,5:30 PM,7:30 PM,TC 2218,,Co-op Students,"Management Accounting, Business, Accounting and Financial Management, Accounting",1139
2010,Twitter,16-Sep-13,7:30 PM,9:00 PM,QNC Seminar Room,,Co-op and Graduating Students,Engineering,1139
1978,Desire2Learn,17-Sep-13,11:30 AM,1:30 PM,TC 2218,http://www.desire2learn.com,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Information Technology Management, Computer Science, Computer Engineering","Desire2Learn is helping to transform the way the world learns! We are in a period of rapid expansion and require the best of the best to help us design and deliver on our upcoming products. If you are looking for a chance to truly have an impact on a learning system used by over 10 million people worldwide (including University of Waterloo), visit our Networking Session to find out where you fit into our growth!",1139
2102,Procter & Gamble Inc.,17-Sep-13,11:30 AM,1:30 PM,South Campus Hall - Laurel Room,http://canada.experiencepg.com,Co-op and Graduating Students,"Mechatronics Engineering, Mechanical Engineering, Environmental Engineering, Electrical Engineering, Civil Engineering, Chemical Engineering",1139
2100,National Bank of Canada,17-Sep-13,2:30 PM,4:00 PM,TC 2218,http://www.nbc.ca,Co-op and Graduating Students,"Business, Engineering, Info Tech , Mathematics",1139
1999,Amazon,17-Sep-13,5:00 PM,7:00 PM,TC 2218,http://www.amazon.com/college,Co-op and Graduating Students,"Software Engineering, Info Tech , Computer Science, Computer Engineering, Computational Mathematics",1139
2022,Agrium Inc.,17-Sep-13,5:00 PM,7:00 PM,SCH Laurel Room,,Graduating Students,"Mechanical Engineering, Electrical Engineering, Chemical Engineering",1139
1989,Manulife,17-Sep-13,5:00 PM,7:30 PM,TC Atirum,,Co-op Students,"Financial Management, Business, Actuarial Science, Accounting and Financial Management",1139
2003,Manulife,17-Sep-13,7:30 PM,9:00 PM,TC 2218,,Co-op Students,"Systems Design Engineering, Software Engineering, Computing and Financial Management, Computer Science, Computer Engineering",1139
2072,Shell Canada Ltd.,17-Sep-13,7:30 PM,9:00 PM,SCH Festival Room,http://www.shell.ca,Co-op and Graduating Students,"Mechanical Engineering, Geological Engineering, Environmental Engineering, Electrical Engineering, Chemical Engineering","Shell is looking for talented Engineering students and graduates to join our team and we invite you to attend our information session for an opportunity to meet and network with Shell employees, learn about current employment and internship opportunities, our recruitment process, and discover why we love working for Shell! Speakers will include Shell representatives and recruitment staff. Food and beverages will be provided.  We look forward to seeing you there!",1139
1996,Suncor Energy,18-Sep-13,11:30 AM,1:30 PM,TC 2218,http://www.suncor.com,Co-op and Graduating Students,"Mechanical Engineering, Electrical Engineering, Civil Engineering, Chemical Engineering","Full time postings are currently on Jobmine, app deadline Sept 17.  Pls apply asap.  Bring extra resumes to Info Session",1139
2095,Bazaarvoice,18-Sep-13,11:30 AM,1:30 PM,Laruel Room,http://bazaarvoice.com,Co-op and Graduating Students,"Software Engineering, Computer Science",1139
2117,Airbnb,18-Sep-13,11:30 AM,1:30 PM,DC 1301,,Co-op and Graduating Students,Computer Engineering,1139
2081,IBM Global Business Services,18-Sep-13,3:00 PM,5:00 PM,SCH Laurel Room,,Co-op and Graduating Students,Business,1139
1997,BlackBerry,18-Sep-13,5:00 PM,7:00 PM,QNC - Lower Atrium,"http://blackberry,com",Co-op Students,"Mathematics, Info Tech , Engineering, Business, Arts",1139
2043,Suncor Energy,18-Sep-13,7:30 PM,9:00 PM,QNC Seminar Room,,Co-op and Graduating Students,Business,1139
2083,IBM Global Business Services,18-Sep-13,7:30 PM,9:00 PM,TC 2218,,Co-op and Graduating Students,"Mathematics, Info Tech , Financial Management, Engineering",1139
2055,Ernst and Young,19-Sep-13,11:30 AM,1:30 PM,TC 2218,http://www.ey.com/CA/apply,Co-op and Graduating Students,Computing and Financial Management,1139
2065,TD Bank,19-Sep-13,11:30 AM,1:30 PM,SCH Laurel Room,http://www.td.com,Co-op and Graduating Students,"Software Engineering, Info Tech , Computer Engineering",1139
2097,Zynga,19-Sep-13,2:30 PM,4:00 PM,SLC Bomber,http://www.zynga.com/students,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Computer Engineering",1139
2110,Counsyl*,19-Sep-13,2:30 PM,4:30 PM,TBD,http://jobs.counsyl.com,Graduating Students,"Physics, Mathematics, Biochemistry",1139
1987,Palantir Technologies,19-Sep-13,5:00 PM,7:00 PM,TC 2218A/B,http://www.palantir.com,Co-op and Graduating Students,"Computer Engineering, Electrical Engineering, MASTERS - Peace and Conflict Studies, Mathematics, Software Engineering",1139
2020,Sun Life Financial,19-Sep-13,5:00 PM,7:00 PM,QNC - Lower Atrium,http://sunlife.ca/careers/studen,Co-op and Graduating Students,Actuarial Science,1139
2037,Relay,19-Sep-13,8:00 PM,9:00 PM,TC 2218,http://relay.im,Co-op Students,"Systems Design Engineering, Software Engineering, Pure Mathematics, Computer Science, Computer Engineering","Relay is a Toronto-based startup founded by uWaterloo graduates and ex-Google/Amazon engineers. We're building a mobile messaging app that makes it easy for you to share fun, visual entertainment. There's plenty of hard problems to solve and lots of fun to be had! Join our founders Joe and Jon at this info session to find out more about Relay, working at a startup and opportunities available for co-ops and new graduates.",1139
2135,Palantir - Lobby Day,20-Sep-13,10:00 AM,11:30 AM,DC 1301,,Co-op and Graduating Students,"Computer Engineering, Computer Science, Software Engineering, Systems Design Engineering",1139
2086,Google,20-Sep-13,11:30 AM,1:30 PM,TBD,http://www.google.com/students,Co-op and Graduating Students,"Software Engineering, Pure Mathematics, Electrical Engineering, Computer Science, Computer Engineering",1139
2136,Palantir - Lobby Day,20-Sep-13,1:30 PM,4:00 PM,DC 1301,,Co-op and Graduating Students,"Computer Engineering, Computer Science, Software Engineering, Systems Design Engineering",1139
2021,Fairfax Financial Holdings Ltd.,23-Sep-13,11:30 AM,1:30 PM,TC 2218,http://fairfax.ca,Co-op Students,"Systems Design Engineering, Mathematics, Management Engineering, Business, Actuarial Science",1139
2061,SpinPunch,23-Sep-13,11:30 AM,1:30 PM,QNC Lower Atrium,http://www.spinpunch.com,Co-op and Graduating Students,"Software Engineering, Nanotechnology, Mechatronics Engineering, Computer Engineering",1139
2039,Rebellion Media,23-Sep-13,3:00 PM,5:00 PM,Bomb shelter SLC,http://www.rebellionmedia.com,Co-op Students,"Systems Design Engineering, Software Engineering, Computer Science, Computer Engineering","Rebellion connects millions of users every day to personalized content and communities through its large and growing family of websites, mobile apps and digital tools.  Come out to our Networking Session to meet our hiring managers, and learn more about how we’re going to become the best and biggest Digital Media company in Canada.  Join the Rebellion!",1139
1983,IBM,23-Sep-13,5:00 PM,7:00 PM,TC 2218,http://ibm.com/careers,Co-op and Graduating Students,"Software Engineering, Engineering, Computer Science, Computer Engineering",1139
2111,Eckler,23-Sep-13,5:00 PM,7:00 PM,Laurel Room - SCH,http://eckler.com,Co-op and Graduating Students,"Statistics, Actuarial Science",1139
2001,Microsoft,23-Sep-13,7:30 PM,9:00 PM,Festival Room - South Campus Hall,http://microsoft.com/university,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Mechatronics Engineering, Computer Science, Computer Engineering",1139
2028,Microsoft Canada,23-Sep-13,7:30 PM,9:00 PM,TC 2218,http://bit.ly/QU0RQv,Co-op and Graduating Students,,"For Co-op and Graduating Students: Business, Math & Business, Science & Business, Arts & Business, Environment & Business, Accounting Programs, Statistics, Economics, Computing and Financial Management, Mathematics. Microsoft Canada was awarded Top Employer for 2012 by the University of Waterloo. Curious to find out why? Join us on September 23, 2013 from 7:30 PM - 9:00 PM in TC 2218 to learn about our awesome co-op and new graduate (MACH) opportunities. You'll also have the chance to win prizes and swag, and hang out and network with Microsoft employees. See you there! Please note: this session is for students in business and business-related programs.",1139
2031,CGI Group Inc,24-Sep-13,11:30 AM,1:30 PM,TC 2218,http://www.cgi.com,Co-op and Graduating Students,"Mathematics, Engineering, Business, Arts, Accounting and Financial Management, Accounting",1139
2130,Microsoft*,24-Sep-13,1:30 PM,3:00 PM,TBD,,Co-op and Graduating Students,,1139
2073,National Instruments,24-Sep-13,3:00 PM,4:30 PM,South Campus Hall - Laurel Room,http://www.ni.com,Co-op and Graduating Students,"Physics, Mechanical Engineering, Electrical Engineering, Computer Science, Computer Engineering, Software Engineering, Systems Design Engineering",1139
2063,Imperial Oil,24-Sep-13,4:30 PM,6:30 PM,SCH Festival Room,http://www.imperialoil.ca/campus,Co-op and Graduating Students,"Science, Mechanical Engineering, Environmental Engineering, Electrical Engineering, Civil Engineering, Chemical Engineering, Business",1139
1993,Noom Inc.,24-Sep-13,5:00 PM,7:00 PM,Bombshelter Pub,http://www.noom.com,Co-op Students,"Systems Design Engineering, Software Engineering, Computer Science, Computer Engineering",1139
2041,Munich Reinsurance,24-Sep-13,5:00 PM,7:00 PM,TC 2218,,Co-op and Graduating Students,"Mathematics, MASTERS - Actuarial Science",1139
2074,Metro Vancouver,24-Sep-13,5:00 PM,7:00 PM,DC Fish Bowl 1301,http://metrovancouver.org/career,Graduating Students,Engineering,1139
2052,Kik Interactive,24-Sep-13,7:30 PM,9:00 PM,SLC Bomb Shelter,http://www.kik.com,Co-op Students,"Software Engineering, Computer Science, Computer Engineering",1139
2137,Chrysler Canada*,24-Sep-13,7:30 PM,9:00 PM,TBD,,Co-op Students,"Electrical Engineering, Mechanical Engineering",1139
2071,P4E Career Fair,25-Sep-13,10:00 AM,4:00 PM,RIM Park,,Co-op and Graduating Students,,1139
2030,AMEC NSS,25-Sep-13,5:00 PM,7:00 PM,TC 2218,http://www.amec.com,Co-op and Graduating Students,"Mechanical Engineering, Electrical Engineering, Civil Engineering, Chemical Engineering, Applied Mathematics",1139
2036,A Thinking Ape,25-Sep-13,7:30 PM,9:00 PM,TC 2218,http://www.athinkingape.com,Co-op and Graduating Students,"Software Engineering, Mechatronics Engineering, Electrical Engineering, Computer Science, Computer Engineering, Statistics, Systems Design Engineering",1139
2019,Addepar,26-Sep-13,11:30 AM,1:30 PM,DC 1301 Fish Bowl,http://careers.addepar.com,Graduating Students,"Software Engineering, Computer Engineering",1139
2050,Electronic Arts,26-Sep-13,5:00 PM,7:00 PM,TBD,http://careers.ea.com,Co-op and Graduating Students,"MATH - Bioinformatics, Engineering, Computer Science, Applied Mathematics",1139
2058,Intact Insurance,26-Sep-13,5:00 PM,7:00 PM,SLC Bombshelter,http://www.intactinsurance.com,Co-op and Graduating Students,Actuarial Science,1139
2044,SMART Technologies,26-Sep-13,7:30 PM,9:00 PM,TC 2218,http://www.smarttech.com,Co-op and Graduating Students,"Science, Mathematics, Engineering, Computer Science, Business, Accounting and Financial Management",1139
2067,Avanade,27-Sep-13,11:30 AM,1:30 PM,TC 2218,http://www.avanade.com,Graduating Students,"Computer Science, Engineering, Info Tech , Information Technology Management",1139
2089,Tata Consultancy Services Canada Inc,30-Sep-13,11:30 AM,1:30 PM,Tatham Centre - 2218 ,,Co-op and Graduating Students,"Software Engineering, Info Tech , Electrical Engineering, Computer Science, Computer Engineering",1139
2132,ThoughtWorks,30-Sep-13,2:30 PM,4:00 PM,TC 2218,http://www.thoughtworks.com,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Recreation & Leisure Studies, Recreation & Business Management, Computer Engineering","ThoughtWorks is a global IT consultancy providing Agile-based systems development and consulting services. In other words, we build (amazing) software. It’s amazing because we build it with a complete obsession on doing the right thing for the user and the customer, and some quirky methods to get us there really quickly. It’s also amazing because it’s the stuff which makes or breaks companies; software which creates competitive advantage.",1139
2059,Kontagent,30-Sep-13,5:00 PM,7:00 PM,DC 1301 Fish Bowl,http://www.kontagent.com,Co-op Students,"Software Engineering, Computer Engineering",1139
2090,Reliance Home Comfort,30-Sep-13,5:00 PM,7:00 PM,QNC Lower Atrium,http://reliancecomfort.com,Graduating Students,"Mechanical Engineering, Management Engineering, Human Resources, Financial Management, Business","Reliance Comfort Limited Partnership offers essential home services to customers across Canada, specializing in two main product lines: the HVAC business (heating, ventilation and air conditioning) which includes retail sale, rental, service, maintenance, and financing; and the Security business which includes sales, installation, rental, service, and monitoring. Reliance is a $500 million business today having doubled in size over the last 5 years. The Reliance portfolio consists of 1.24 million residential water heaters in Ontario and is Canada’s largest portfolio of rental water heaters. The Security and Monitoring business is the second largest of its kind in Canada with over 375,000 subscribers. What has remained core to the business in our fast growing company is the continual development of strong customer relationships and loyalty, and investment in employees and systems necessary to cost-effectively and efficiently manage the business. Past performance and future plans demonstrate that the business is doing the right things to build revenue, offering consumers products and services they want and value. The organization is well positioned to out-perform others in a competitive marketplace. More information about Reliance can be found on the company’s website at http://www.reliancehomecomfort.com",1139
2131,Capco,30-Sep-13,5:00 PM,7:00 PM,TC 2218,http://www.capco.com,Graduating Students,"Computer Engineering, Management Engineering, Software Engineering, Systems Design Engineering",1139
2045,Yelp,30-Sep-13,7:30 PM,9:00 PM,TC 2218,,Co-op and Graduating Students,"Software Engineering, Electrical Engineering, Computer Engineering, Computational Mathematics",1139
2070,Rogers Communications,01-Oct-13,11:30 AM,1:30 PM,TC 2218,http://www.jobs.rogers.com,Graduating Students,"Computer Engineering, Electrical Engineering, Management Engineering, Systems Design Engineering",1139
2047,Yelp,01-Oct-13,5:00 PM,7:00 PM,SCH Laurel Room,,Co-op and Graduating Students,"Digital Arts Communication, Computer Science, Arts & Business",1139
2096,LinkedIn,01-Oct-13,5:00 PM,7:00 PM,TC 2218,,Co-op and Graduating Students,Computer Engineering,1139
2105,Newton North America,01-Oct-13,5:00 PM,7:00 PM,DC 1302,http://newton-na.com,Graduating Students,"Mechatronics Engineering, Mechanical Engineering, Electrical Engineering",1139
2078,Electronic Arts,01-Oct-13,7:30 PM,9:00 PM,Bombshelter Pub,,Co-op and Graduating Students,"Software Engineering, Electrical Engineering, Computer Science, Computer Engineering",1139
2112,Affirm,02-Oct-13,11:30 AM,1:30 PM,TC 2218,http://affirm.com,Co-op and Graduating Students,"Statistics, Software Engineering, Financial Analysis & Risk Management, Computer Science, Computer Engineering",1139
2013,Mc Rae Integration,02-Oct-13,5:00 PM,7:00 PM,DC Fish Bowl,http://www.mcraeintegration.com,Co-op and Graduating Students,"Systems Design Engineering, Mechatronics Engineering, Mechanical Engineering, Electrical Engineering, Computer Engineering",1139
2075,Trip Advisor,02-Oct-13,7:30 PM,9:00 PM,TC2218,http://www.tripadvisor.com,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Engineering, Computer Science, Computer Engineering",1139
2134,Canadian Tire Corporation,03-Oct-13,11:30 AM,1:30 PM,DC 1301 Fish Bowl,,Co-op and Graduating Students,"Computer Engineering, Info Tech , Systems Design Engineering",1139
2069,AppNexus,03-Oct-13,5:30 PM,7:00 PM,DC Fish Bowl 1301,http://careers.appnexus.com,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Electrical Engineering, Computer Science, Computer Engineering",1139
2046,Yelp,03-Oct-13,7:30 PM,9:00 PM,SLC Bomber,,Co-op and Graduating Students,"Software Engineering, Electrical Engineering, Computer Science, Computer Engineering",1139
2094,VMware,04-Oct-13,11:30 AM,1:30 PM,TC 2218,,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Computer Science, Computer Engineering",1139
2114,CIBC,07-Oct-13,11:30 AM,1:30 PM,TC 2218,,Co-op Students,"Computational Mathematics, Computer Engineering, Computer Science, Computing and Financial Management, Electrical Engineering, Info Tech , Information Technology Management, Management Engineering, Software Engineering, Systems Design Engineering",1139
2124,Citi Canada Technology Services,07-Oct-13,5:00 PM,7:00 PM,TC 2218,http://www.citigroup.com,Co-op and Graduating Students,"Mathematics, Info Tech , Engineering",1139
2060,NexJ Sytems,07-Oct-13,7:30 PM,9:00 PM,TC 2218,http://www.nexj.com,Co-op and Graduating Students,"Systems Design Engineering, Software Engineering, Management Engineering, Electrical Engineering, Computer Engineering",1139
2119,Arista Networks,08-Oct-13,11:30 AM,1:30 PM,DC 1301,,Co-op and Graduating Students,"Software Engineering, Mechatronics Engineering, Electrical Engineering, Computer Science, Computer Engineering",1139
2120,Kijiji,08-Oct-13,5:00 PM,7:00 PM,TC 2218,,Co-op Students,"Physics, Mathematics, MASTERS - Civil Engineering, Engineering",1139
2000,Big Viking Games,08-Oct-13,7:00 PM,9:00 PM,Bombshelter SLC,http://www.bigvikinggames.com,Co-op and Graduating Students,"Info Tech , Engineering, Computer Engineering","Big Viking Games is a fun, fast-paced mobile and social gaming studio based in London, Ontario. We are paving the way for HTML5 game development by creating games which are entertaining, addicting and enjoyed by millions of people worldwide! Big Viking Games’ Co-founder Greg Thomson will explore the use of HTML5 in the gaming industry in this week’s Tech Talk.",1139
2103,Tesla Motors,09-Oct-13,11:30 AM,1:30 PM,DC 1301,http://teslamotors.com,Co-op and Graduating Students,"Software Engineering, Mechatronics Engineering, Mechanical Engineering, Electrical Engineering, Computer Engineering",1139
2076,Apple,09-Oct-13,5:00 PM,7:00 PM,TBD,,Co-op Students,"Computer Engineering, Electrical Engineering, Mechanical Engineering, Mechatronics Engineering",1139
2062,Canadian Security Intelligence Service,09-Oct-13,7:30 PM,9:00 PM,DC 1301,http://www.csiscareers.ca,Co-op Students,"Systems Design Engineering, Software Engineering, Mechatronics Engineering, Info Tech , Computer Engineering",1139
2127,Konrad Group,10-Oct-13,11:30 AM,1:30 PM,DC 1301,http://www.konradgroup.com,Co-op and Graduating Students,Computer Science,1139
2113,Genesys Laboratories Canada Inc.,10-Oct-13,5:00 PM,7:00 PM,DC 1301,http://genesyslab.com,Co-op Students,"Systems Design Engineering, Software Engineering, Electrical Engineering, Computer Science, Computer Engineering",1139
2126,Golder Associates Ltd.,10-Oct-13,5:00 PM,7:00 PM,TC 2218,http://www.golder.com,Co-op and Graduating Students,"Civil Engineering, Environmental Engineering, Geological Engineering",1139
2108,Plex Systems Inc.,10-Oct-13,7:30 PM,9:00 PM,DC 1301,http://www.plex.com,Co-op and Graduating Students,"Software Engineering, Info Tech , Electrical Engineering, Computer Science, Computer Engineering",1139
2138,Canadian Tire Corporation,11-Oct-13,11:30 AM,1:30 PM,DC 1301 Fish Bowl,,Co-op and Graduating Students,Engineering,1139
2079,Canadian Thanksgiving - Holiday,14-Oct-13,8:00 AM,8:00 AM,,,Co-op Students,,1139
2139,Communications Security Establishment Canada*,16-Oct-13,5:00 PM,7:00 PM,TBD,http://www.cse-cst.gc.ca,Graduating Students,"Applied Mathematics, Combinatorics & Optimization, Computational Mathematics, Computer Science, Statistics",1139
2123,SapientNitro,17-Oct-13,4:00 PM,6:30 PM,Bombshelter,http://www.sapientnitro.com,Graduating Students,"Science, Mathematics, Engineering, Business, Arts",1139
2125,Fusenet*,24-Oct-13,6:00 PM,11:30 PM,DC 1301,,Co-op and Graduating Students,"Computer Engineering, Computer Science, Software Engineering, Systems Design Engineering",1139
