id,employer,date,start_time,end_time,location,website,audience,programs,description
2363,Relay,"May 22, 2014",7:30 PM,9:00 PM,TC 2218,www.relay.im,Co-op Students,"MATH - Pure Mathematics, MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer","Relay is a Toronto-based startup founded by uWaterloo graduates and ex-Google/Amazon engineers. We\'re building a mobile messaging app that makes it easy for you to share fun, visual entertainment. There\'s plenty of hard problems to solve and lots of fun to be had! Join us to find out more about Relay, working at a startup and opportunities available for co-ops and new graduates.  "
2424,SMART Technologies,"May 23, 2014",11:30 AM,1:30 PM,TC 2218,www.smarttech.com,Co-op Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Mechanical, ENG - Electrical","As a co-op student or intern at SMART you will have a chance to work on some of the most influential and upcoming products SMART is developing. Working at our World Headquarters in Calgary, Alberta, you will be a fully contributing member of a software development, electrical engineering or research team and guaranteed to gain valuable hands on experience, while being competitively compensated. Expect to work on core products such as the SMART Room System for Microsoft Lync, SMART Notebook Web, and SMART Table to name a few. Our fun and casual work environment offers an on-site fitness facility, yoga and fitness classes, free pop and juice, and corporate events like the Calgary Stampede and Christmas parties. As a city, Calgary is a young and vibrant city with many Waterloo students and grads enjoying the community, business environment and access to the great outdoors. "
2503,"CGC, Inc.","May 26, 2014",11:30 AM,1:30 PM,UC - Burgundy Room,www.cgcinc.com,Co-op Students,"ENG - Mechanical, ENG - Management, ENG - Electrical, ENG - Civil, ENG - Chemical",
2456,Polar,"May 26, 2014",5:00 PM,7:00 PM,TC 2218,polar.me,Co-op Students,"MATH - Computer Science, ALL - ENG faculty",
2449,Capital One,"May 26, 2014",7:00 PM,9:00 PM,Bombershelter,www.capitalone.com,Co-op Students,"ALL - MATH faculty, ENG - Management, ENG - Computer, ENG - Civil",What makes Capital One such a great place to work? Our people! Learn more about us and see why we were chosen as one of Canada\'s Top Employers for Young People.
2504,EventMobi*,"May 27, 2014",11:30 AM,11:30 AM,TBD*,eventmobi.com,Co-op Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Electrical, ENG - Computer","EventMobi\'s platform helps events & conferences create their own mobile apps and provides them tools to manage their events more easily. With over 7 Million attendees, and 5000+ events across 40 countries, we are the leading event app platform in the world. Come and check out how we build our products with a small, focused, and talented engineering team and let us show you why EventMobi will be your best co-op term ever."
2423,LinkedIn ,"May 27, 2014",5:00 PM,7:00 PM,TC 2218,studentcareers.linkedin.c,Co-op Students,"MATH - Computer Science, MATH - Applied Mathematics","Want to work on advanced information-retrieval algorithms, massive scalability infrastructure and storage solutions, and large-scale applications for users on web and mobile devices? LinkedIn is looking for co-ops who want to learn, grow and work with some of the brightest technical talent in the world. Come to our information session to learn more. "
2444,Quora,"May 27, 2014",7:30 PM,9:00 PM,TC 2218,,Co-op and Graduating Students,"ALL - MATH faculty, ALL - ENG faculty","Looking for an awesome fall co-op? Join the Quora team to help share and grow the world\'s knowledge as an engineer, data scientist or designer. As a Quora intern, you\'ll ship code daily, get mentorship from experienced team members, and make a huge impact. Come hear about the development process and challeges at Quora, discuss past interns\' projects, and answer questions about life, the universe and everything. Food and swag will be provided. We look forward to seeing you! Apply through JobMine or by emailing university@quora.com."
2451,Motorola Mobility,"May 28, 2014",11:30 AM,1:30 PM,DC 1301,www.motorolacareers.com,Co-op and Graduating Students,"ALL - MATH faculty, ENG - System Design, ENG - Software","Motorola created the mobile communications industry. We invented most of the protocols and technologies that make mobile communications possible, including the first mobile phone, the first base station, and most everything in between. We\'re currently looking for forward thinking students at the Junior, Intermediate, and Senior academic levels to join our newly established office in Kitchener-Waterloo. During your co-op term at Motorola Mobility, you\'ll learn to write code at all levels of the stack (from firmware through to application and server-side work) and develop code to the high standards of our excellent engineers.  Expect to become well versed in every aspect of the development cycle and become proficient in all the steps and processes in building code of the best quality."
2488,Kenaidan Contracting Ltd.,"May 28, 2014",11:30 AM,1:30 PM,SCH-Laurel Room ,www.kenaidan.com,Co-op Students,"ENG - Mechanical, ENG - Civil, ENG - Architecture",
2432,Genesys Telecommunication Labs,"May 28, 2014",5:00 PM,7:00 PM,DC 1301,www.genesys.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer, ARTS - Arts & Business","Join Genesys and save the world from bad customer service. Genesys is the world\'s leading provider of customer service and contact software - with more than 2,000 customers in 80 countries. We invite co-op students of all levels to come out to this information session where you will have the opportunity to ask current and past co-ops as well as employers and current engineers about the different positions that are available. Please RSVP soon; pizza and drinks will be provided and swag will be given out."
2410,Yelp,"May 28, 2014",7:30 PM,9:00 PM,DC 1302,,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Computer",
2454,TD Securities,"May 29, 2014",5:00 PM,7:00 PM,TC 2218,www.td.com,Co-op Students,"MATH - Computing & Financial Management, MATH - Computer Science, MATH - Business Administration, ENG - Software, ENG - Computer",
2447,Apple - networking event,"May 29, 2014",7:30 PM,9:30 PM,SLC - Multipurpose Room,www.apple.com/jobs/us/students.html#internship,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Mechatronics, ENG - Mechanical, ENG - Electrical, ENG - Computer","Networking eventApple designs Macs, the best personal computers in the world, along with OS X, iLife, iWork and professional software. Apple leads the digital music revolution with its iPods and iTunes online store. Apple has reinvented the mobile phone with its revolutionary iPhone and App Store, and is defining the future of mobile media and computing devices with iPad."
2446,Wish (ContextLogic),"June 2, 2014",5:00 PM,7:00 PM,TC 2218,www.wish.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer","Wish has become one of the leading mobile shopping apps, receiving millions of downloads and 5 star ratings on iPhone, iPad and Android. Join us to learn more about how you can make a huge contribution at an early stage technology startup and in the process gain invaluable experience and credibility."
2421,CIBC Technology,"June 3, 2014",11:30 AM,1:30 PM,TC 2218,www.cibc.com/careers,Co-op Students,"ALL - MATH faculty, ALL - ENG faculty","Join us to learn about the valuable technology-based learning experiences, networking opportunities and support you\'ll receive with the Technology Co-op Program!"
2420,Broadcom Corporation,"June 4, 2014",5:00 PM,7:00 PM,TC 2218,www.jobs.broadcom.com,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Mechanical, ENG - Electrical, ENG - Computer",
2443,A9.com (Amazon Subsidiary),"June 5, 2014",5:00 PM,7:00 PM,DC 1301,bit.ly/A9WLOO614,Co-op Students,"MATH - Statistics, MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer","A9\'s internship program is Silicon Valley based, and targets students interested in software engineering and analytics. We have a long history of hiring Waterloo co-op students and are looking forward to introducing you to the large-scale problems being worked on by our engineering teams. Check out the event website to find out more about our talk!"
2441,XL Group,"June 9, 2014",5:00 PM,7:00 PM,DC 1301,www.xlgroup.com,Co-op Students,"MATH - Financial Analysis & Risk Management, MATH - Business Administration, MATH - Actuarial Science, ARTS - Financial Management",
2455,Cisco Meraki,"June 10, 2014",5:00 PM,7:00 PM,DC 1301,www.ciscosf.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Electrical, ENG - Computer","Cisco SF is the new name for Meraki, a cloud networking start-up purchased by Cisco in December of 2012. We\'re rethinking networking from the ground up, broadcasting live from the hip, sunny neighborhood of Mission Bay, San Francisco."
2489,Google ,"July 16, 2014",7:30 PM,9:30 PM,DC 1301 ,,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Mechatronics, ENG - Computer",
