id,employer,date,start_time,end_time,location,website,audience,programs,description
2236,Bloomberg,"January 9, 2014",7:30 PM,9:00 PM,DC 1301,,Co-op and Graduating Students,"ENG - System Design, ENG - Software, SCI - Physics, ENG - Mechatronics, ENG - Mechanical, ALL - MATH faculty, MATH - Mathematical Studies, MATH - Mathematical Physics, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Math & Business, ENG - Management, MATH - Information Technology Management,  ALL - Info Tech, ALL - ENG faculty, ENG - Electrical, MATH - Computer Science, ENG - Computer, MATH - Computational Mathematics, ENG - Civil, ENG - Chemical, MATH - Applied Mathematics",
2284,EY (formerly known as Ernst &Young),"January 10, 2014",11:30 AM,1:30 PM,TC 2218,www.ey.com/ca/apply,Co-op Students,"MATH - Mathematical Physics, MATH - Mathematical Optimization, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Information Technology Management, MATH - Computing & Financial Management, MATH - Computer Science, MATH - Bioinformatics, ALL - MATH faculty, MATH - Math & Business, ENG - System Design, ENG - Software, ENG - Mechatronics, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical, ENG - Computer, ALL - ENG faculty, CA - All,  ALL - Info Tech,  ALL - Business, CA - Chartered Accounting,  ALL - Accounting",
2243,Blue Coat Systems,"January 13, 2014",11:30 AM,1:30 PM,TC 2218,,Co-op Students,"MATH - Scientific Computation, MATH - Computer Science, ENG - Computer, ENG - Software, ENG - System Design",
2292,Loyalty One,"January 13, 2014",2:30 PM,4:30 PM,SCH - Laurel Room,,Co-op Students,"SCI - Science & Business, MATH - Statistics, MATH - Pure Mathematics, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Information Technology Management, MATH - Computing & Financial Management, MATH - Computer Science, MATH - Business Administration, MATH - Actuarial Science, MATH - Math & Business, ENV - Environment & Resource Studies, ENV - Environment & Business, ENG - Software, ARTS - Accounting & Financial Management, ARTS - Economics, ARTS - Economics,  ALL - Info Tech,  ALL - Business, CA - Chartered Accounting,  ALL - Accounting",
2213,BlackBerry,"January 13, 2014",4:30 PM,6:30 PM,SCH - Festival Room,www.blackberry.com,Co-op Students,"ALL - SCI faculty, MATH - Math & Business, MATH - Computer Science, ALL - MATH faculty, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Management, ENG - Electrical, ENG - Computer,  ALL - Business","The \'for sale\' sign has been taken down and we are here to stay. The BlackBerry student program has been further refined. Each of our opportunities offers meaningful, hands on experience working alongside industry experts.                                                                                                 As students at BlackBerry, you are an important part of our culture and integral in the success of our business.  BlackBerry provides you the opportunity to be amazing! We offer a dynamic work environment where you are encouraged to achieve your highest potential.    Bring your resume and join us on campus at our information session, where you will have a chance to network with BlackBerry professionals and find out more about what we have to offer. Please RSVP if you will be attending this session or cancel the session if you have registered for this and no longer want to attend it."
2172,Palantir Technologies,"January 13, 2014",7:30 PM,9:00 PM,SCH Festival Room,,Co-op and Graduating Students,"MATH - Computer Science, MATH - Computational Mathematics, MATH - Actuarial Science, ENG - Software, ENG - Computer","Some of our favourite comfort food & drinks will be provided. Enter raffle to win a prize!  Please join Palantir Technologies to learn about Raven, Palantir\'s high-scale geoanalytical platform. Our software engineers will talk through Raven\'s role in the Typhoon Haiyan relief effort and discuss some of the technical challenges involved in making a map product interactive with millions of geographic features. View a live demo of our data fusion platforms, and learn how you can be a part of our mission. www.palantir.com We are hiring! http://www.palantir.com/careers/OpenPositionLanding"
2300,Microsoft Canada Co.,"January 13, 2014",7:30 PM,9:00 PM,DC 1301,,Co-op Students,"MATH - Mathematical Optimization, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Financial Analysis & Risk Management, ENV - Environment & Business, ARTS - Political Science, ARTS - Human Resources Management, ALL - ARTS faculty,  ALL - Info Tech,  ALL - Business,  ALL - Accounting",
2229,CIBC Technology,"January 14, 2014",11:30 AM,1:30 PM,TC 2218,,Co-op Students, ALL - Info Tech,
2296,Suncor Energy,"January 14, 2014",11:30 AM,1:30 PM,DC 1302,www.suncor.com,Co-op and Graduating Students,"ENG - Mechanical, ENG - Electrical, ENG - Civil, ENG - Chemical","You want to learn more about a key industry in Canada - the energy sector - come join us at our Info Session! You\'ll hear first hand from hiring managers and ex co-ops about the challenging projects, and the well established student program at Suncor\'s Ontario and Alberta regions.   You will be impressed by our interesting projects, community spirit, and dynamic environment.   See you then!"
2266,Big Viking Games,"January 14, 2014",2:30 PM,4:30 PM,Bombshelter,www.bigvikinggames.com,Co-op and Graduating Students,ENG - Computer,
2215,LinkedIn ,"January 14, 2014",5:00 PM,7:00 PM,TC 2218,,Co-op Students,"ENG - Computer, MATH - Computer Science, ENG - Software",
2295,Suncor Energy,"January 14, 2014",5:30 PM,7:30 PM,DC 1302,www.suncor.com,Co-op and Graduating Students, ALL - Business,"You want to learn more about a key industry in Canada - the energy sector - come join us at our Info Session! You\'ll hear first hand from hiring managers and ex co-ops about the challenging projects, and the well established student program at Suncor\'s Ontario and Alberta regions.   You will be impressed by our interesting projects, community spirit, and dynamic environment.   See you then!"
2223,VMware,"January 14, 2014",7:30 PM,9:00 PM,TC 2218,,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer",
2176,Bazaarvoice,"January 15, 2014",11:30 AM,1:30 PM,TC 2218,bazaarvoice.com,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Electrical, MATH - Computer Science, ENG - Computer",
2359,Actv8 Marketing,"January 15, 2014",11:30 AM,1:30 PM,SCH - Laurel Room,www.actv8.com,Co-op Students, ALL - Business,
2166,Microsoft,"January 15, 2014",7:30 PM,9:00 PM,SCH- Festival Room,,Co-op and Graduating Students,"ENG - System Design, ENG - Software, MATH - Pure Mathematics, ENG - Mechatronics, ENG - Mechanical, ALL - MATH faculty, MATH - Mathematical Studies, MATH - Mathematical Physics, MATH - Mathematical Optimization, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Bioinformatics, MATH - Math & Business, ENG - Management,  ALL - Info Tech, ENG - Geological, ENG - Environmental, ALL - ENG faculty, ENG - Electrical, ENG - Computer, ENG - Civil, ENG - Chemical",
2354,Muskoka Roastery Coffee Co,"January 16, 2014",11:30 AM,1:30 PM,SCH - Laurel Room,www.muskokaroastery.com,Co-op Students,"SCI - Science & Business, MATH - Math & Business, ENV - Environment & Business, ARTS - Arts & Business, AHS - Recreation & Leisure Studies, AHS - Recreation & Business Management,  ALL - Business","The Muskoka Roastery Coffee Co. is located in Huntsville, Ontario. Our mission is to handcraft the best coffee, and celebrate and protect the natural splendour of Muskoka.  Our Brand Activation Specialists will be conducting, demonstrations and events at grocery stores, cafes and around the community to raise awareness of the brand, stimulate trial and build relationships with customers and consumers. "
2285,DBRS Global Technology,"January 16, 2014",2:00 PM,4:00 PM,DC 1302,www.dbrs.com,Co-op and Graduating Students,"MATH - Teaching, MATH - Statistics for Health, MATH - Statistics, MATH - Scientific Computation, MATH - Pure Mathematics, MATH - Mathematical Studies, MATH - Mathematical Physics, MATH - Mathematical Optimization, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Information Technology Management, MATH - Financial Analysis & Risk Management, MATH - Computing & Financial Management, MATH - Computer Science, MATH - Computational Mathematics, MATH - Combinatorics & Optimization, MATH - Business Administration, MATH - Bioinformatics, MATH - Applied Mathematics, MATH - Actuarial Science, ALL - MATH faculty, MATH - Math & Business, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical, ENG - Computer, ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty,  ALL - Info Tech","Like solving engineering and product challenges? Does the idea of working in a lean, start-up oriented team within the finance space sound interesting? Do you like pushing yourself on full-stack bleeding edge technology? Join DBRS Global Technology at our info session to find out more! www.facebook.com/DBRSGlobalTechnology"
2165,Twitter,"January 16, 2014",5:00 PM,7:00 PM,QNC - Seminar Room (0101),twitter.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer",
2167,Google,"January 16, 2014",7:30 PM,9:00 PM,SCH - Festival Room,,Co-op Students,"ENG - System Design, ENG - Software, ENG - Electrical, MATH - Computer Science, ENG - Computer",
2245,FreshBooks - **CANCELLED**,"January 17, 2014",11:30 AM,1:30 PM,DC 1301,freshbooks.com/jobs/,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical, ENG - Computer, ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty",
2302,Pulse Energy,"January 17, 2014",11:30 AM,1:30 PM,DC 1304,www.pulseenergy.com,Co-op and Graduating Students,"MATH - Statistics, MATH - Mathematical Economics, MATH - Computer Science, MATH - Applied Mathematics, ARTS - Digital Arts Communication,  ALL - Info Tech",
2254,CGI ,"January 20, 2014",11:30 AM,1:30 PM,TC 2218,www.cgi.com,Co-op and Graduating Students," ALL - Business, ALL - ENG faculty, ARTS - Financial Management,  ALL - Info Tech, ALL - MATH faculty",
2298,Fairfax Financial Holdings Ltd,"January 20, 2014",3:30 PM,5:00 PM,TC 2218,co-op.fairfax.ca,Co-op Students,"MATH - Teaching, MATH - Statistics for Health, MATH - Statistics, MATH - Scientific Computation, MATH - Pure Mathematics, MATH - Mathematical Studies, MATH - Mathematical Physics, MATH - Mathematical Optimization, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Math & Business, MATH - Information Technology Management, MATH - Financial Analysis & Risk Management, MATH - Computing & Financial Management, MATH - Computer Science, MATH - Computational Mathematics, MATH - Combinatorics & Optimization, MATH - Business Administration, MATH - Bioinformatics, MATH - Applied Mathematics, ALL - MATH faculty, MATH - Actuarial Science, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical, ENG - Computer, ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty, ARTS - Political Science, ARTS - Accounting & Financial Management, ARTS - Human Resources Management, ARTS - Financial Management, ARTS - Economics, ARTS - Arts & Business, ALL - ARTS faculty,  ALL - Business",
2222,KIK Interactive,"January 20, 2014",5:00 PM,7:00 PM,Bombshelter,,Co-op Students,"MATH - Computer Science, MATH - Computational Mathematics, ENG - System Design, ENG - Software, ENG - Computer",
2312,GE Canada,"January 20, 2014",7:30 PM,9:00 PM,TC 2218,,Co-op Students,"ENG - Software, ENG - Mechanical, ENG - Electrical, ENG - Computer, ENG - Chemical, CA - All,  ALL - Info Tech,  ALL - Business",Your Future Works  www.campuscareers.ge.ca
2257,Facebook,"January 21, 2014",11:30 AM,1:30 PM,SCH - Laurel Room,,Co-op Students,"ENG - Electrical, ENG - Computer, MATH - Computer Science, ALL - MATH faculty",
2372,Maple Reinders Constructors,"January 21, 2014",11:30 AM,1:30 PM,DC - 1302,www.maple.ca,Co-op and Graduating Students,"ENG - Mechanical, ENG - Environmental, ENG - Civil",
2339,Plex Systems,"January 21, 2014",2:30 PM,4:30 PM,DC 1301,www.plex.com,Co-op Students,"MATH - Computer Science, ENG - Computer",
2177,Electronic Arts,"January 21, 2014",5:30 PM,7:30 PM,TC 2218 ,careers.ea.com/students,Co-op and Graduating Students,"ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty, MATH - Computer Science, MATH - Applied Mathematics, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical, ENG - Computer",
2214,Zynga,"January 21, 2014",8:00 PM,9:30 PM,TC 2218,www.ZYNGA.COM/STUDENTS,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Management, MATH - Computer Science, ENG - Computer",
2171,Desire2Learn,"January 22, 2014",11:30 AM,1:30 PM,TC 2218,,Co-op and Graduating Students,"ENG - Computer, MATH - Computer Science, ENG - Electrical, ENG - Software, ENG - System Design","Desire2Learn is helping to transform the way the world learns! We are in a period of rapid expansion and require the best of the best to help us design and deliver on our upcoming products. If you are looking for a chance to truly have an impact on a learning system used by over 10 million people worldwide (including University of Waterloo), visit our Networking Session to find out where you fit into our growth!"
2291,OANDA,"January 22, 2014",3:00 PM,5:00 PM,TC 2218,jobs.oanda.com,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Computer,  ALL - Info Tech",
2161,McRae Integration,"January 22, 2014",5:00 PM,7:00 PM,DC 1301,www.mcreaintegration.com,Co-op and Graduating Students,"ENG - Computer, ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical",
2225,Nurun Inc.,"January 22, 2014",7:30 PM,9:00 PM,DC 1301,www.nurun.com/en/,Graduating Students,"MATH - Information Technology Management, MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer","Nurun is a global design and technology consultancy that works with some of the world\'s most innovative companies. We create products and services for the connected world through a combination of human insight, new technology, and smart thinking. Clients include Adidas, BBVA, Bouygues Telecom, Coca-Cola, Electronic Arts, General Electric, Google, The Home Depot, Tesla Motors, Sony, and Wal-Mart.   Specialties Design Research, Transactional Platforms, Digital Products, User Interfaces, Service Design, Post-PC Ecosystems"
2212,Southeast University,"January 23, 2014",11:30 AM,1:30 PM,TC 2218,,Co-op Students,"ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Geological, ENG - Environmental, ENG - Electrical, ENG - Computer, ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty",
2350,"Audible.com, An Amazon Company","January 23, 2014",2:30 PM,4:30 PM,DC - 1301,www.audible.com,Co-op and Graduating Students,"MATH - Information Technology Management, MATH - Computer Science, ENG - Software, ENG - Computer,  ALL - Info Tech",
2360,Uken Games,"January 23, 2014",5:00 PM,7:00 PM,DC - 1301,www.uken.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Electrical, ENG - Computer",Itching to Start a Company? 
2249,A Thinking Ape,"January 23, 2014",7:30 PM,9:00 PM,TC 2218,athinkingape.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Electrical, ENG - Computer","Build Stuff NowPizza, swag & drinks will be provided"
2384,Thalmic Labs,"January 27, 2014",11:30 AM,1:30 PM,DC 1301,www.thalmic.com,Co-op and Graduating Students,"ENG - Mechanical, ENG - Electrical, ENG - Computer, ENG - Software, ENG - Mechatronics, MATH - Computer Science, ENG - System Design",
2299,SMART Technologies,"January 27, 2014",3:30 PM,5:00 PM,DC 1301,www.smartech.com,Co-op Students,"ENG - Computer, ENG - Electrical, ENG - Software, ENG - System Design, MATH - Computer Science",
2224,Khan Academy,"January 27, 2014",5:00 PM,7:00 PM,TC 2218,,Co-op and Graduating Students,"MATH - Computer Science, ALL - MATH faculty, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Environmental, ENG - Electrical, ENG - Computer, ENG - Civil, ENG - Chemical, ENG - Architecture, ALL - ENG faculty,  ALL - Info Tech","Khan Academy at Waterloo on Hacking School at Scale: Dylan Vassallo, a software developer at Khan Academy, will talk about the challenges and benefits of developing an educational website that scales to millions of learners every day."
2220,Yelp,"January 27, 2014",7:30 PM,9:00 PM,DC 1302,www.yelp.com/careers,Co-op and Graduating Students,"MATH - Computer Science, MATH - Computational Mathematics, ENG - Software, ENG - Electrical, ENG - Computer",
2268,Magnet Forensics,"January 28, 2014",11:30 AM,1:30 PM,DC 1304,www.magnetforensics.com,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Management, ENG - Computer",
2226,Yext,"January 28, 2014",5:00 PM,7:00 PM,TC 2218,www.yext.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software",
2282,Arista Networks,"January 29, 2014",11:30 AM,1:30 PM,DC 1301,www.aristanetworks.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Mechanical, ENG - Electrical, ENG - Computer",
2309,Motorola Mobility,"January 29, 2014",2:30 PM,4:30 PM,DC 1301,,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer",
2227,ThoughtWorks **CANCELLED**,"January 29, 2014",5:00 PM,7:00 PM,DC 1301,www.thoughtworks.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software",
2313,XL Group plc,"January 29, 2014",5:00 PM,7:00 PM,SCH - Laurel Room,www.xlgroup.com/,Co-op Students,"MATH - Financial Analysis & Risk Management, MATH - Business Administration, MATH - Actuarial Science, ARTS - Financial Management",
2305,Newton North America,"January 29, 2014",5:30 PM,7:00 PM,DC 1302,www.newton-na.com,Graduating Students,"ENG - Nanotechnology, ENG - Mechatronics, ENG - Mechanical, ENG - Management, ENG - Electrical",
2333,Noom,"January 29, 2014",7:30 PM,9:00 PM,DC 1301,noom.com,Co-op and Graduating Students,"MATH - Computer Science, ALL - MATH faculty, ENG - System Design, ENG - Software, ENG - Computer",
2290,EY (formerly known as Ernst &Young),"January 30, 2014",11:30 AM,1:30 PM,TC 2218,,Co-op Students,"CA - All,  ALL - Accounting","EY is a global professional services organization providing advisory, assurance, tax and transaction services. We are committed to doing our part in building a better working world for our people, our clients and our communities. And we are united by our shared values and a dedication to delivering exceptional client service.  We would like to invite you to come out and learn about our firm and our student programs. Our campus recruiting team will be on site to provide information on our upcoming Global Perspectives Series (GPS) and Emerging Leaders Program (ELP). These programs are happening in the next few month and we would love for you to get involved!  This event is aimed at first year students looking to pursue a CA/CPA designation.  Dress Code - Casual"
2301,Maplesoft,"January 30, 2014",11:30 AM,1:30 PM,DC 1301,,Co-op and Graduating Students,"MATH - Statistics for Health, MATH - Statistics, MATH - Scientific Computation, MATH - Pure Mathematics, MATH - Mathematical Studies, MATH - Mathematical Physics, MATH - Mathematical Optimization, MATH - Mathematical Finance, MATH - Mathematical Economics, MATH - Information Technology Management, MATH - Financial Analysis & Risk Management, MATH - Computing & Financial Management, MATH - Computer Science, MATH - Computational Mathematics, MATH - Combinatorics & Optimization, MATH - Business Administration, MATH - Bioinformatics, MATH - Applied Mathematics, MATH - Actuarial Science, ALL - MATH faculty, MATH - Math & Business",
2325,Facebook,"January 30, 2014",2:30 PM,4:30 PM,DC - 1301,,Co-op Students,"ALL - MATH faculty, ENG - System Design, ENG - Software, ENG - Electrical, ENG - Computer",
2217,Cisco SF,"January 30, 2014",5:00 PM,7:00 PM,DC 1301,,Co-op and Graduating Students,"ENG - Software, ALL - MATH faculty, ENG - Electrical, ENG - Computer",
2280,"A9, Subsidiary of Amazon","January 30, 2014",7:30 PM,9:00 PM,TC 2218,,Co-op Students,"MATH - Statistics, MATH - Computer Science, ENG - Software, ENG - Electrical, ENG - Computer",
2228,Counsyl,"January 31, 2014",11:30 AM,1:30 PM,Laurel Room,,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Computer",
2321,Cigna Corporation,"February 3, 2014",11:30 AM,1:30 PM,DC- 1301,www.cigna.com,Co-op and Graduating Students,"MATH - Financial Analysis & Risk Management, MATH - Business Administration, ALL - MATH faculty, MATH - Actuarial Science, MASTERS - Actuarial Science",
2367,"PDT Partners, LLC **CANCELLED**","February 3, 2014",2:30 PM,4:30 PM,TC 2218,www.pdtpartners.com,Co-op Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Mechatronics, ENG - Computer",
2259,"IBM Canada Ltd, Enterprise Wide Technology","February 3, 2014",5:00 PM,7:00 PM,TC 2218,www.ibm.com/start,Co-op and Graduating Students,"MATH - Math & Business, MATH - Information Technology Management, MATH - Computing & Financial Management, MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Nanotechnology, ENG - Mechatronics, ENG - Management, ENG - Electrical, ENG - Computer","What to expect? Evening of learning, networking, refreshments & mingling.  Learn about the amazing opportunities and variety of roles IBM has to offer to both students and new grads. Hear about Watson, new directions and new initiatives from a long standing technology company!"
2314,Cisco,"February 4, 2014",11:30 AM,1:30 PM,SCH - Laurel Room,,Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Electrical, ENG - Computer",
2315,National Instruments,"February 4, 2014",2:30 PM,4:30 PM,SCH - Laurel Room,,Co-op and Graduating Students,"SCI - Physics, ENG - Electrical, ENG - Computer, ALL - ENG faculty",
2253,Nulogy,"February 4, 2014",5:00 PM,7:00 PM,DC 1301,nulogy.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer,  ALL - Info Tech",
2237,TripAdvisor,"February 4, 2014",7:30 PM,9:00 PM,TC 2218,,Co-op and Graduating Students,"ALL - MATH faculty, MATH - Mathematical Studies, MATH - Mathematical Optimization, MATH - Mathematical Finance, ENG - Software, MATH - Pure Mathematics, MATH - Mathematical Economics, ENG - Electrical, MATH - Computer Science, ENG - Computer, MATH - Applied Mathematics",
2393,Lookout Mobile Security,"February 5, 2014",5:00 PM,7:00 PM,TC 2218,www.lookout.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Computer",
2246,Apple,"February 5, 2014",7:30 PM,9:00 PM,SLC - Multipupose Room,,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Mechanical, ENG - Electrical, ENG - Computer",
2323,SCOR Global Life Americas,"February 6, 2014",11:30 AM,1:30 PM,DC - 1301,www.scor.com,Co-op Students,"MATH - Mathematical Finance, MATH - Financial Analysis & Risk Management, MATH - Applied Mathematics, MATH - Actuarial Science, MASTERS - Actuarial Science",
2394,Canadian Security Intelligence Service,"February 6, 2014",11:30 AM,1:30 PM,DC 1302,www.csiscareers.ca,Co-op and Graduating Students,"ALL - ENG faculty, CA - Chartered Accounting, ARTS - Political Science, ARTS - Human Resources Management, ARTS - Arts & Business",
2297,Pinterest,"February 6, 2014",5:00 PM,7:00 PM,TC 2218,www.pinterest.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software",
2327,Ultimate Software,"February 6, 2014",7:30 PM,9:00 PM,DC 1301,www.ultimatesoftwa,Co-op and Graduating Students,"MATH - Computer Science, MATH - Computational Mathematics, ENG - Software, ENG - Electrical, ENG - Computer",
2326,WSP Group,"February 7, 2014",11:30 AM,1:30 PM,SCH - Laurel Room,www.wspgroup.com,Co-op and Graduating Students,ALL - ENG faculty,
2310,Lime Connect,"February 10, 2014",11:30 AM,1:30 PM,TC 2218,,Co-op and Graduating Students, ALL - All,"Learn about Lime Connect and their programs for students who happen to have a disability as well as Whether, When and How to discuss disability in an employment situation. Location: Tatham Centre 2240"
2322,ContextLogic Inc,"February 10, 2014",7:30 PM,9:00 PM,TC 2218,www.wish.com/company,Co-op Students,"MATH - Computing & Financial Management, MATH - Computer Science, ENG - Software",
2320,Tata Consultancy Services Canada Inc.,"February 11, 2014",11:30 AM,1:30 PM,TC 2218,www.tcs.com,Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Mechatronics, ENG - Electrical, ENG - Computer",
2351,Broadcom Corporation,"February 11, 2014",5:00 PM,7:00 PM,DC - 1301,www.broadcom.com,Co-op and Graduating Students,"ENG - System Design, ENG - Software, ENG - Mechatronics, ENG - Electrical, ENG - Computer",
2368,Information Technology Industry Panel ,"February 11, 2014",5:30 PM,7:30 PM,TC 2218,, Students,"MATH - Math & Business, MATH - Information Technology Management, MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Management, ENG - Electrical, ENG - Computer,  ALL - Info Tech,  ALL - Business",What is the IT world like outside the Silicon Valley? Please sign up soon as space is limited.
2406,Microsoft Canada,"February 12, 2014",11:30 AM,1:30 PM,DC 1301,www.microsoft.com,Co-op and Graduating Students,"MATH - Information Technology Management, MATH - Computer Science, ALL - ENG faculty","You may have heard about Windows Azure (you know Microsoft\'s cloud offering) but wrote it off because you don\'t do .NET or even use Windows. Well in this lunch and learn you\'ll see how wrong you are. Windows Azure has support for Node.js, php, python, Linux VMs and more. You\'ll be shown quick and practical demos on using git to deploy your sites, how to setup a Linux VMs with SSH key authentication and more. You\'ll also learn about BizSpark, a program from Microsoft for all tech startups that includes free software, $150 a month for 3 years in hosting and even a one-time $5,000 a month for a year offer for select startups. Oh and there will be pizza too!"
