Exam,Section(s),Day,Date,Start,Finish,Location
AMATH 231,001,Monday,"April 23, 2018",4:00 PM,6:30 PM,PAC 7
AMATH 242,001,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,DC 1351
AMATH 250,"001,002",Wednesday,"April 18, 2018",9:00 AM,11:30 AM,"PAC 7,8"
AMATH 331,001,Wednesday,"April 11, 2018",4:00 PM,6:30 PM,PAC 7
AMATH 332,001,Thursday,"April 12, 2018",9:00 AM,11:30 AM,PAC 3
AMATH 342,001,Tuesday,"April 24, 2018",9:00 AM,11:30 AM,QNC 1507
AMATH 350,001,Wednesday,"April 18, 2018",9:00 AM,11:30 AM,DC 1351
AMATH 353,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,STC 0010
AMATH 361,001,Thursday,"April 19, 2018",4:00 PM,6:30 PM,STC 0050
AMATH 373,001,Saturday,"April 21, 2018",9:00 AM,11:30 AM,PAC 8
AMATH 451,001,Wednesday,"April 18, 2018",4:00 PM,6:30 PM,QNC 1507
AMATH 455,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,QNC 1507
AMATH 475,001,Monday,"April 16, 2018",4:00 PM,6:30 PM,"PAC Upper 10,11"
AMATH 655,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,QNC 1507
AMATH 675,001,Monday,"April 16, 2018",4:00 PM,6:30 PM,"PAC Upper 10,11"
ANTH 100,001,Friday,"April 13, 2018",9:00 AM,11:00 AM,PAS 2083
ANTH 100,002,Thursday,"April 12, 2018",7:30 PM,9:30 PM,PAS 2083
ANTH 201,001,Wednesday,"April 11, 2018",4:00 PM,6:00 PM,EV3 1408
ANTH 202,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,PAS 2083
ANTH 204,001,Thursday,"April 12, 2018",4:00 PM,6:30 PM,PAS 1229
ANTH 233,001,Friday,"April 13, 2018",12:30 PM,3:00 PM,PAS 1229
ANTH 330,001,Monday,"April 23, 2018",12:30 PM,2:30 PM,PAS 1241
ARBUS 102,"001,002",Wednesday,"April 18, 2018",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6"
ARBUS 202,001 to 003,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,"PAC 4,5,6,7
PAC Upper 9"
ARBUS 301,001 to 003,Thursday,"April 12, 2018",12:30 PM,3:00 PM,M3 1006
ARTS 122,001,Monday,"April 9, 2018",7:30 PM,10:00 PM,STP 201
ARTS 140,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,RCH 205
BIOL 120,001,Saturday,"April 21, 2018",9:00 AM,11:30 AM,"PAC 1,2,3"
BIOL 130,001,Tuesday,"April 24, 2018",12:30 PM,3:00 PM,"PAC 1,2,3"
BIOL 165,001,Wednesday,"April 18, 2018",7:30 PM,10:00 PM,"PAC 1,2,3"
BIOL 211,001,Thursday,"April 12, 2018",4:00 PM,6:30 PM,STC 1012
BIOL 239,"001,002",Monday,"April 16, 2018",4:00 PM,6:30 PM,"PAC 1,2,3,4,5,6,7,8"
BIOL 241,001,Saturday,"April 21, 2018",12:30 PM,3:00 PM,"PAC 1,2,3"
BIOL 273,"001,002",Friday,"April 13, 2018",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8"
BIOL 273L,001 to 009,Tuesday,"April 24, 2018",12:30 PM,1:30 PM,"STC 0060,1012"
BIOL 280,001,Thursday,"April 12, 2018",7:30 PM,10:00 PM,STC 0050
BIOL 302,001,Monday,"April 9, 2018",7:30 PM,10:00 PM,STC 1012
BIOL 331,001,Wednesday,"April 18, 2018",7:30 PM,10:00 PM,M3 1006
BIOL 341,001,Thursday,"April 12, 2018",4:00 PM,6:30 PM,"PAC 7,8"
BIOL 346,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,RCH 211
BIOL 351,001,Wednesday,"April 18, 2018",7:30 PM,10:00 PM,PAC 4
BIOL 355,001,Sunday,"April 22, 2018",12:30 PM,3:00 PM,"PAC 4,5,6"
BIOL 359,001,Friday,"April 20, 2018",9:00 AM,11:30 AM,"PAC 4,5,6,7"
BIOL 360,001,Thursday,"April 19, 2018",4:00 PM,6:30 PM,"PAC 1,2"
BIOL 361,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,"PAC 7,8"
BIOL 365,001,Tuesday,"April 10, 2018",12:30 PM,3:00 PM,"STC 0010,0020"
BIOL 371,001,Tuesday,"April 10, 2018",7:30 PM,10:00 PM,PAC 8
BIOL 373,001,Tuesday,"April 17, 2018",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6"
BIOL 373L,001 to 007,Monday,"April 16, 2018",4:00 PM,5:00 PM,STC 1012
BIOL 383,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,RCH 302
BIOL 428,001,Wednesday,"April 18, 2018",4:00 PM,6:30 PM,RCH 206
BIOL 431,001,Sunday,"April 22, 2018",12:30 PM,3:00 PM,PAC 7
BIOL 432,001,Tuesday,"April 17, 2018",7:30 PM,10:00 PM,PAC 7
BIOL 441,001,Friday,"April 20, 2018",4:00 PM,6:30 PM,STC 0060
BIOL 442,001,Wednesday,"April 11, 2018",7:30 PM,10:00 PM,MC 4064
BIOL 449,001,Wednesday,"April 18, 2018",7:30 PM,10:00 PM,PAC 5
BIOL 450,001,Monday,"April 16, 2018",12:30 PM,3:00 PM,DC 1351
BIOL 465,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,RCH 307
BIOL 484,001,Wednesday,"April 11, 2018",9:00 AM,11:30 AM,STC 0010
BME 122,001,Friday,"April 20, 2018",12:30 PM,3:00 PM,"RCH 109,110"
BME 182,001,Tuesday,"April 17, 2018",9:00 AM,11:30 AM,RCH 301
BME 186,001,Wednesday,"April 11, 2018",12:30 PM,3:00 PM,RCH 301
BME 355,001,Monday,"April 16, 2018",12:30 PM,3:00 PM,RCH 307
BME 361,001,Friday,"April 13, 2018",12:30 PM,3:00 PM,RCH 307
BME 381,001,Wednesday,"April 18, 2018",9:00 AM,11:30 AM,RCH 307
BME 393,001,Tuesday,"April 10, 2018",9:00 AM,11:30 AM,RCH 307
BUS 111W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 121W,,Monday,"April 9, 2018",12:30 PM,3:00 PM,"PAC 4,5,6"
BUS 127W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 231W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 247W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 283W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 288W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 352W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 353W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 354W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 357W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 362W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 375W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 387W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 393W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 395W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 397W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 398W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 403W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 411W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 413W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 414W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 419W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 423W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 425W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 433W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 435W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 449W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 451W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 452W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 453W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 455W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 462W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 463W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 466W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 467W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 473W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 477W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 481W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 483W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 486W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 487W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
BUS 489W,,See: https://students.wlu.ca/academics/exams/exam-schedules/index.html,,,,
CHE 101,001,Friday,"April 20, 2018",9:00 AM,11:30 AM,"PAC Upper 9,10"
CHE 121,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,STC 0020
CHE 161,001,Friday,"April 13, 2018",9:00 AM,11:30 AM,STC 0040
CHE 200,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,STC 0020
CHE 220,001,Wednesday,"April 18, 2018",9:00 AM,11:30 AM,STC 0010
CHE 230,001,Monday,"April 16, 2018",12:30 PM,3:00 PM,STC 0010
CHE 312,001,Monday,"April 9, 2018",7:30 PM,10:00 PM,"E6 2024,4022"
CHE 313,001,Tuesday,"April 10, 2018",7:30 PM,10:00 PM,"E6 2024,4022"
CHE 314,001,Tuesday,"April 17, 2018",9:00 AM,11:30 AM,"E6 2024,4022"
CHE 322,001,Thursday,"April 19, 2018",12:30 PM,3:00 PM,"E6 2024,4022"
CHE 330,001,Monday,"April 23, 2018",12:30 PM,3:00 PM,"E6 2024,4022"
CHE 331,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,STC 0040
CHE 361,001,Tuesday,"April 17, 2018",9:00 AM,11:30 AM,DC 1351
CHE 425,001,Wednesday,"April 18, 2018",12:30 PM,3:00 PM,DC 1351
CHE 522,001,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,"E6 2024,4022"
CHE 543,001,Thursday,"April 19, 2018",9:00 AM,11:30 AM,DWE 2529
CHE 562,001,Wednesday,"April 11, 2018",12:30 PM,3:00 PM,E6 4022
CHE 564,001,Monday,"April 23, 2018",7:30 PM,10:00 PM,E6 2024
CHE 572,001,Saturday,"April 21, 2018",9:00 AM,11:30 AM,PAC 7
CHE 574,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,DC 1351
CHE 622,001,Wednesday,"April 18, 2018",12:30 PM,3:00 PM,DC 1351
CHE 624,001,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,"E6 2024,4022"
CHE 672,001,Saturday,"April 21, 2018",9:00 AM,11:30 AM,PAC 7
CHE 674,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,DC 1351
CHEM 120,001,Friday,"April 13, 2018",7:30 PM,10:00 PM,"PAC 4,5"
CHEM 123,001 to 004,Monday,"April 9, 2018",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8
PAC Upper 9,10,11
STC 0050,0060,1012"
CHEM 123L,001 to 012,Monday,"April 9, 2018",7:30 PM,9:30 PM,"PAC 1,2,3,4,5,6,7,8
PAC Upper 9,10,11
STC 0020,0040,0050,0060"
CHEM 212,001,Thursday,"April 12, 2018",9:00 AM,11:30 AM,"PAC Upper 9,10,11"
CHEM 221,001,Saturday,"April 21, 2018",9:00 AM,11:30 AM,MC 4045
CHEM 233,001,Tuesday,"April 17, 2018",12:30 PM,3:00 PM,STC 0010
CHEM 237,001,Monday,"April 23, 2018",4:00 PM,6:30 PM,"PAC 1,2,3"
CHEM 237L,001 to 003,Monday,"April 9, 2018",4:00 PM,6:00 PM,M3 1006
CHEM 239,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CHEM 254,001,Wednesday,"April 18, 2018",4:00 PM,6:30 PM,STC 1012
CHEM 262,001,Wednesday,"April 11, 2018",12:30 PM,3:00 PM,PAC 4
CHEM 265,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,STC 0010
CHEM 267,001,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,"PAC 1,2,3"
CHEM 313,001,Wednesday,"April 18, 2018",9:00 AM,11:30 AM,STC 0020
CHEM 350,001,Friday,"April 13, 2018",7:30 PM,10:00 PM,DC 1351
CHEM 357,001,Wednesday,"April 25, 2018",9:00 AM,11:30 AM,DC 1351
CHEM 360,001,Tuesday,"April 24, 2018",12:30 PM,3:00 PM,DC 1351
CHEM 381,001,Wednesday,"April 11, 2018",9:00 AM,11:30 AM,STC 0020
CHEM 400,001,Saturday,"April 21, 2018",4:00 PM,6:30 PM,MC 4041
CHEM 400,002,Thursday,"April 12, 2018",12:30 PM,3:00 PM,STC 0010
CHEM 400,003,Tuesday,"April 10, 2018",9:00 AM,11:30 AM,STC 0060
CHEM 400,004,Wednesday,"April 11, 2018",4:00 PM,6:30 PM,C2 361
CHEM 404,001,Tuesday,"April 17, 2018",4:00 PM,6:30 PM,PAC 3
CHEM 430,001,Tuesday,"April 24, 2018",9:00 AM,11:30 AM,PAC Upper 9
CHEM 433,001,Monday,"April 23, 2018",4:00 PM,6:30 PM,PAC 8
CHEM 773,001,Wednesday,"April 11, 2018",4:00 PM,6:30 PM,C2 361
CHINA 101R,"001,002",Thursday,"April 19, 2018",12:30 PM,3:00 PM,REN 2106
CHINA 102R,001,Tuesday,"April 17, 2018",9:00 AM,11:30 AM,REN 2102
CHINA 120R,001,Friday,"April 13, 2018",7:30 PM,10:00 PM,REN 2106
CHINA 120R,002,Friday,"April 13, 2018",7:30 PM,10:00 PM,REN 2107
CHINA 201R,001,Tuesday,"April 24, 2018",4:00 PM,6:30 PM,REN 2102
CHINA 202R,001,Saturday,"April 14, 2018",9:00 AM,11:30 AM,REN 2104
CHINA 302R,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,REN 2104
CIVE 105,001,Thursday,"April 12, 2018",9:00 AM,11:30 AM,"PAC 1,2"
CIVE 121,001,Friday,"April 20, 2018",9:00 AM,11:30 AM,M3 1006
CIVE 303,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 332,001,Wednesday,"April 25, 2018",9:00 AM,11:30 AM,"RCH 103,105,106"
CIVE 341,001,Thursday,"April 12, 2018",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 353,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,"HH 1101,1102"
CIVE 381,001,Wednesday,"April 18, 2018",9:00 AM,11:30 AM,RCH 301
CIVE 382,001,Thursday,"April 19, 2018",9:00 AM,11:30 AM,"CPH 3602,3604,3607"
CIVE 415,001,Wednesday,"April 18, 2018",4:00 PM,6:30 PM,RCH 301
CIVE 422,001,Thursday,"April 19, 2018",12:30 PM,3:00 PM,CPH 3607
CIVE 440,001,Thursday,"April 19, 2018",7:30 PM,10:00 PM,STC 0050
CIVE 460,001,Wednesday,"April 11, 2018",7:30 PM,10:00 PM,"E5 3101,3102"
CIVE 497,001,Tuesday,"April 17, 2018",7:30 PM,10:00 PM,"E5 3101,3102"
CIVE 505,001,Monday,"April 23, 2018",7:30 PM,10:00 PM,DWE 2527
CIVE 507,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,"RCH 103,105,106"
CIVE 542,001,Friday,"April 13, 2018",4:00 PM,6:30 PM,CPH 3607
CIVE 554,001,Tuesday,"April 24, 2018",4:00 PM,6:30 PM,DWE 2527
CIVE 583,001,Exam removed from the schedule. Contact instructor for further information.,,,,
CIVE 596,001,Wednesday,"April 11, 2018",9:00 AM,11:30 AM,"RCH 301,302"
CIVE 641,001,Thursday,"April 19, 2018",7:30 PM,10:00 PM,STC 0050
CLAS 104,001,Thursday,"April 19, 2018",7:30 PM,9:30 PM,"PAC 1,2,3,4,5,6,7"
CLAS 105,001,Monday,"April 16, 2018",7:30 PM,9:30 PM,"PAC Upper 9,10"
CLAS 201,001,Monday,"April 23, 2018",7:30 PM,9:30 PM,STC 1012
CLAS 221,001,Wednesday,"April 11, 2018",4:00 PM,6:00 PM,EV3 1408
CLAS 231,001,Wednesday,"April 18, 2018",12:30 PM,2:30 PM,STC 0010
CLAS 241,001,Tuesday,"April 10, 2018",9:00 AM,11:00 AM,ML 349
CLAS 251,001,Friday,"April 20, 2018",7:30 PM,9:00 PM,MC 4041
CLAS 325,001,Friday,"April 13, 2018",9:00 AM,11:00 AM,STC 0050
CLAS 361,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CM 763,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,STC 0040
CM 764,001,Friday,"April 13, 2018",12:30 PM,3:00 PM,STC 0050
CO 227,001,Tuesday,"April 24, 2018",9:00 AM,11:30 AM,PAC 3
CO 250,"001,002",Thursday,"April 12, 2018",12:30 PM,3:00 PM,STC 1012
CO 250,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CO 255,001,Friday,"April 13, 2018",12:30 PM,3:00 PM,STC 0020
CO 327,001,Friday,"April 20, 2018",12:30 PM,3:00 PM,RCH 306
CO 331,001,Saturday,"April 21, 2018",12:30 PM,3:00 PM,PAC 4
CO 353,001,Tuesday,"April 24, 2018",12:30 PM,3:00 PM,PAC Upper 9
CO 370,001,Wednesday,"April 25, 2018",9:00 AM,11:30 AM,"RCH 302,305"
CO 372,001,Tuesday,"April 24, 2018",9:00 AM,11:30 AM,PAC 8
CO 430,001,Tuesday,"April 10, 2018",9:00 AM,11:30 AM,RCH 205
CO 463,001,Monday,"April 9, 2018",7:30 PM,10:00 PM,MC 4064
CO 481,001,Tuesday,"April 17, 2018",7:30 PM,10:00 PM,PAC 8
CO 487,001,Tuesday,"April 24, 2018",12:30 PM,3:00 PM,"PAC 4,5,6"
CO 630,001,Tuesday,"April 10, 2018",9:00 AM,11:30 AM,RCH 205
CO 663,001,Monday,"April 9, 2018",7:30 PM,10:00 PM,MC 4064
CO 687,001,Tuesday,"April 24, 2018",12:30 PM,3:00 PM,"PAC 4,5,6"
COMM 231,001,Saturday,"April 21, 2018",7:30 PM,10:00 PM,"STC 0050,0060"
COMM 321,001,Wednesday,"April 18, 2018",7:30 PM,10:00 PM,PAC Upper 9
COMM 421,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,PAC Upper 9
COMM 432,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,STC 0010
CROAT 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CROAT 102,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CROAT 202,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,ML 311
CS 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,
CS 106,"001,002",Friday,"April 20, 2018",12:30 PM,3:00 PM,"PAC 7,8"
CS 115,001 to 004,Tuesday,"April 24, 2018",9:00 AM,11:30 AM,"PAC 4,5,6,7"
CS 116,001 to 011,Monday,"April 16, 2018",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7"
CS 135,"001,002",Wednesday,"April 25, 2018",9:00 AM,11:30 AM,M3 1006
CS 136,001 to 011,Sunday,"April 22, 2018",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8"
CS 138,001,Thursday,"April 19, 2018",9:00 AM,11:30 AM,M3 1006
CS 146,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,DC 1351
CS 200,001,Monday,"April 9, 2018",4:00 PM,6:30 PM,"STC 0020,0040"
CS 230,001,Tuesday,"April 17, 2018",7:30 PM,10:00 PM,"PAC 4,5"
CS 240,001 to 004,Monday,"April 23, 2018",9:00 AM,11:30 AM,"PAC 4,5,6"
CS 240E,001,Monday,"April 23, 2018",9:00 AM,11:30 AM,PAC Upper 9
CS 241,001 to 005,Monday,"April 9, 2018",4:00 PM,6:30 PM,"STC 0050,0060,1012"
CS 245,001 to 003,Tuesday,"April 24, 2018",9:00 AM,11:30 AM,"PAC 1,2"
CS 246,001 to 003,Sunday,"April 22, 2018",12:30 PM,3:00 PM,"PAC 1,2"
CS 251,001 to 004,Wednesday,"April 11, 2018",4:00 PM,6:30 PM,"PAC 4,5,6"
CS 330,001,Tuesday,"April 10, 2018",9:00 AM,11:30 AM,STC 1012
CS 330,002,Tuesday,"April 10, 2018",9:00 AM,11:30 AM,STC 0010
CS 335,001,Tuesday,"April 10, 2018",12:30 PM,3:00 PM,"RCH 302,305"
CS 338,001,Monday,"April 23, 2018",12:30 PM,3:00 PM,M3 1006
CS 341,001 to 005,Wednesday,"April 18, 2018",12:30 PM,3:00 PM,"PAC 4,5,6,7"
CS 343,"001,002",Thursday,"April 19, 2018",4:00 PM,6:30 PM,M3 1006
CS 348,"001,002",Friday,"April 20, 2018",7:30 PM,10:00 PM,DC 1351
CS 349,001 to 004,Thursday,"April 12, 2018",4:00 PM,6:30 PM,"PAC 1,2,3"
CS 350,001 to 004,Wednesday,"April 25, 2018",9:00 AM,11:30 AM,"STC 0060,1012"
CS 360,001,Monday,"April 9, 2018",7:30 PM,10:00 PM,MC 4020
CS 365,001,Saturday,"April 21, 2018",7:30 PM,10:00 PM,MC 4041
CS 370,001 to 003,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,M3 1006
CS 371,001,Tuesday,"April 10, 2018",4:00 PM,6:30 PM,DC 1351
CS 430,001,Wednesday,"April 18, 2018",4:00 PM,6:30 PM,"STC 0050,0060"
CS 436,001,Tuesday,"April 17, 2018",9:00 AM,11:00 AM,STC 0010
CS 442,001,Wednesday,"April 11, 2018",12:30 PM,3:00 PM,PAC 5
CS 444,001,Thursday,"April 12, 2018",9:00 AM,11:30 AM,PAC 7
CS 445,001,Monday,"April 9, 2018",4:00 PM,6:30 PM,PAC Upper 11
CS 446,001,Tuesday,"April 10, 2018",7:30 PM,10:00 PM,PAC 6
CS 447,001,Monday,"April 16, 2018",7:30 PM,10:00 PM,PAC 8
CS 448,001,Wednesday,"April 11, 2018",9:00 AM,11:30 AM,QNC 1507
CS 449,001,Monday,"April 9, 2018",9:00 AM,11:30 AM,STC 0020
CS 450,001,Friday,"April 20, 2018",12:30 PM,3:00 PM,STC 0040
CS 451,"001,002",Wednesday,"April 18, 2018",4:00 PM,6:30 PM,"STC 0010,0020"
CS 452,001,Exam removed from schedule. Contact instructor for further information.,,,,
CS 454,"001,002",Saturday,"April 21, 2018",9:00 AM,11:30 AM,"PAC Upper 9,10,11"
CS 456,"001,002",Wednesday,"April 11, 2018",4:00 PM,6:30 PM,"PAC Upper 9,10,11"
CS 458,"001,002",Contact instructor for exam rescheduling details.,,,,
CS 467,001,Tuesday,"April 17, 2018",7:30 PM,10:00 PM,PAC 8
CS 476,001,Monday,"April 16, 2018",12:30 PM,3:00 PM,STC 0020
CS 482,001,Friday,"April 20, 2018",9:00 AM,11:30 AM,PAC Upper 11
CS 485,001,Thursday,"April 12, 2018",12:30 PM,3:00 PM,STC 0020
CS 486,"001,002",Tuesday,"April 17, 2018",12:30 PM,3:00 PM,"PAC 7,8"
CS 487,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,STC 0050
CS 488,001,Wednesday,"April 11, 2018",7:30 PM,10:00 PM,MC 4045
CS 489,001,Exam removed from schedule. Contact instructor for further information.,,,,
CS 489,002,Tuesday,"April 10, 2018",12:30 PM,3:00 PM,M3 1006
CS 489,003,Monday,"April 16, 2018",7:30 PM,10:00 PM,PAC 7
CS 490,001,Monday,"April 9, 2018",12:30 PM,3:00 PM,STC 0060
CS 631,001,Wednesday,"April 18, 2018",4:00 PM,6:30 PM,"STC 0010,0020"
